nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023,ano_2024
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,5,Centro-Oeste,51,Mato Grosso,1166.19,1511.06,336.16,303.35,191.96,880.27,258.24,263.28,146.74,237.18,91.61,343.46,234.72,395.49,54.39,159.1,88.08,430.17,37.34,17.83,71.07,380.18,171.79,81.21,608.03,451.48,737.0,2592.49,3265.66,2279.55,4750.32,33204.66,3892.25,7361.34,4718.24,8848.62,7730.0,540.07,1084.46,2079.6,371.79,869.59,186.51,160.31,918.22,2367.72,5176.87,3080.94,3685.61,7257.34,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,30603.96,70659.17,111688.36,33728.68,21274.33,25779.61,17568.81,13895.62,6079.13,4614.1,1917.98,3408.76,1769.69,1370.05,120.01,191.31,83.07,52.94,73.2,17.98,260.17,113.25,119.48,100.39,92.69,188.96,185.83,446.19,1168.35,6490.63,13476.73,14533.88,4378.14,427.5,558.03,413.2,1093.0,1544.51,1594.22,821.82,3803.48,1295.46,3177.63,5143.78,4286.62,5487.21,8120.45,9324.02,18175.63,30681.51,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,3,Sudeste,31,Minas Gerais,18353.87,11622.05,7246.83,3061.12,3390.7,5901.54,7605.35,5810.68,3340.22,1267.12,1464.03,1391.22,2048.75,1177.19,1191.33,946.31,591.22,713.86,1029.38,1599.57,1354.91,930.52,653.24,726.78,1050.9,1422.46,3584.42,7694.94,11991.29,5946.34,20823.33,24125.37,5438.61,4186.21,13652.64,12939.9,20106.0,20120.27,13579.05,11609.63,12834.25,14231.52,12210.67,18611.58,15154.8,12229.21,19110.51,39179.59,24439.81,58886.96,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,4,Sul,41,Paraná,245247.51,188538.98,106477.14,37449.03,38780.32,54285.38,43848.81,33901.16,21103.91,10823.45,10917.82,15991.32,4970.87,3235.2,1274.13,1022.49,3768.47,1248.34,1093.82,761.71,2019.92,1928.6,2391.11,2418.43,2252.73,2727.85,4300.62,5014.31,9113.34,10705.41,10622.71,12512.92,10344.96,6551.5,9729.63,7342.02,13030.0,16448.79,8278.98,7811.47,8119.7,6327.8,6236.87,7697.4,4785.57,5450.24,7561.08,6316.37,5618.82,10536.78,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,25,Paraíba,2399.21,2834.14,2377.88,612.13,786.91,703.6,605.91,265.83,664.45,1234.49,1373.62,671.99,1331.95,879.32,1097.75,1344.9,1948.73,725.57,849.19,1121.13,825.12,691.68,347.94,502.97,145.02,214.92,364.27,204.02,606.04,1218.88,1979.57,2767.55,1212.69,756.54,1241.8,440.62,307.0,1207.56,348.96,1440.76,683.84,463.59,395.83,1114.31,784.7,786.06,1693.95,662.86,2386.3,2512.06,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,15,Pará,54.04,0.0,0.0,0.0,13.09,3.64,5.68,0.0,0.0,0.0,0.0,0.0,3.62,2.77,1.73,33.37,9.01,3.59,4.45,68.86,130.6,70.21,75.46,16.87,128.74,1024.28,14.52,47.31,68.4,58.29,57.18,50.36,67.51,36.64,37.27,60.23,173.0,117.24,148.82,185.37,191.05,248.94,125.61,112.58,130.0,137.65,149.34,116.24,96.75,251.88,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,26,Pernambuco,369.76,299.46,197.01,83.01,92.61,122.06,24.23,9.12,1.56,0.0,1.79,242.95,150.11,35.63,9.55,98.81,72.37,40.92,46.65,117.72,127.88,34.56,35.72,28.27,24.77,11.26,42.05,174.36,170.98,970.77,913.28,2774.72,2296.96,242.65,160.47,111.62,389.0,853.96,426.78,136.04,163.76,49.38,41.23,20.81,84.91,133.17,90.76,57.88,66.64,202.8,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,22,Piauí,9.95,10.62,0.0,67.24,37.04,59.63,53.62,37.75,0.0,0.0,0.0,0.0,20.63,12.64,13.89,23.73,12.78,16.86,2.95,21.39,39.03,17.21,19.04,31.45,17.58,9.45,10.54,7.35,136.79,86.59,95.8,63.29,74.14,18.88,17.6,64.13,85.0,111.73,85.52,130.47,92.95,86.41,144.0,117.49,118.28,85.96,105.02,61.62,89.87,83.41,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,24,Rio Grande do Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,4,Sul,43,Rio Grande do Sul,15033.91,14193.26,17446.87,7160.6,6009.89,4167.35,6156.13,6871.75,5819.76,5552.79,6495.4,6348.37,5444.62,3517.58,2818.02,2909.09,2904.9,3394.82,2875.38,1743.65,6263.3,5799.11,4126.72,5126.86,6673.86,6599.33,7544.79,10222.73,18217.0,23205.31,20188.23,12288.58,19146.25,10063.08,8852.66,7255.86,16035.0,16501.46,11895.87,14329.65,12843.87,12056.86,11306.73,11487.65,9637.74,6866.47,5975.9,6696.7,4870.05,5356.87,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,3,Sudeste,33,Rio de Janeiro,164.26,182.65,154.16,90.25,49.77,45.45,69.71,205.41,190.81,10.89,14.12,9.58,9.54,3.37,14.58,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,11,Rondônia,200.53,224.06,157.17,72.41,31.06,137.32,132.08,151.27,59.22,62.03,79.57,46.41,303.33,146.82,1314.42,18.06,0.0,0.0,0.0,0.0,14.06,7.26,49.85,0.0,0.0,3.19,18.6,17.69,87.4,153.21,146.82,129.53,125.86,89.71,67.41,78.87,77.0,79.43,30.78,229.15,77.45,90.53,115.47,328.62,303.34,529.85,320.8,599.83,544.79,404.76,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,14,Roraima,0.0,0.0,27.07,27.93,9.17,9.21,10.09,6.61,7.85,7.23,5.76,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,4,Sul,42,Santa Catarina,5111.38,5643.99,3429.21,698.2,687.57,905.28,1308.46,1565.83,1288.85,1303.09,1357.97,1709.15,1045.15,695.57,594.21,152.73,240.17,189.02,163.87,156.43,241.12,47.96,196.07,130.99,137.41,108.5,107.66,78.92,0.0,126.56,193.17,1051.47,72.8,1147.43,38.82,2217.64,1461.63,1153.98,1154.63,1110.6,1279.88,872.31,672.43,739.83,452.07,296.12,305.02,70.02,64.49,7.36,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,28,Sergipe,2167.39,2285.2,1251.36,1127.27,1075.01,1534.65,1018.39,1647.06,1546.85,845.7,1949.22,1951.81,1739.23,1453.55,1061.06,1306.3,1883.26,1273.67,1468.92,1161.91,2292.67,786.55,1008.79,809.43,851.6,717.75,746.57,839.0,1998.53,2151.36,1960.98,1861.33,2069.28,1186.37,981.46,1104.41,3019.0,2440.04,1968.84,2299.16,2163.62,2365.98,1066.39,1307.04,1743.32,1039.44,1122.42,1112.41,1637.33,2303.5,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,3,Sudeste,35,São Paulo,524938.02,505224.55,587753.31,191365.41,228446.47,292421.63,224983.84,245481.65,148406.47,173490.43,272787.29,252167.39,146674.28,67176.68,78643.13,90172.28,74537.64,46561.02,90080.58,34455.53,157705.08,62256.08,83744.98,71811.53,67516.06,58673.3,100770.65,84865.01,226124.88,276483.87,272248.31,274792.91,201966.7,109509.33,130466.84,86159.74,203221.0,295108.13,317377.02,327005.49,326079.82,381982.1,523075.79,507631.37,462651.12,540596.75,778699.46,1145581.52,1031039.5,1180858.99,0.0
Produção - amendoim - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,17,Tocantins,476.44,477.86,22.56,6.72,2.81,0.0,0.0,7.73,0.0,0.0,2.15,0.0,19.34,0.0,0.0,0.0,52.86,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,805.92,534.69,4430.36,205.2,69.25,2119.2,2187.31,8870.0,4044.55,9414.79,5390.74,1273.24,5874.49,1117.15,113.82,1116.15,559.61,1423.78,152.64,133.3,38.01,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,12,Acre,21108.02,21596.7,24673.25,9270.37,9080.22,13676.32,13087.95,19334.16,17439.72,18197.67,25141.52,15080.68,30787.56,24849.21,16444.28,41282.98,12771.52,28885.01,23782.54,31634.35,33088.56,20791.34,6416.25,6900.7,8289.72,9221.0,10750.87,11910.83,11922.65,14931.67,13779.53,8422.81,8033.42,8347.97,8776.44,6231.48,14705.0,13048.54,10344.47,7580.13,3602.83,3468.05,3345.73,3196.66,3103.11,2286.23,2194.22,2053.03,2093.07,1963.78,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,27,Alagoas,59413.09,27735.49,14896.14,8401.45,13165.52,12753.16,10512.3,12201.58,11890.35,11188.6,10621.07,13772.34,15178.54,16676.13,10760.7,20786.31,29730.87,8290.79,9669.48,23995.93,4925.9,8514.05,4114.3,7694.72,8332.96,7490.38,8207.94,7457.22,5376.52,4571.4,4180.64,2176.6,2492.18,2261.11,5833.19,4654.16,7967.0,6851.08,6617.21,4829.86,7570.81,7202.19,8636.51,7269.58,7610.5,9337.7,7812.26,17541.69,10095.43,12141.2,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,16,Amapá,854.73,732.7,734.74,162.16,150.61,348.09,435.11,1347.01,1037.63,627.71,1180.44,1072.53,546.82,290.35,1185.13,515.3,239.49,145.46,128.4,111.17,359.7,447.9,252.01,317.18,277.99,264.17,368.65,666.24,1132.24,902.19,1159.32,1512.39,729.61,1051.87,1674.03,1895.55,4217.0,2622.82,2332.32,1128.91,982.56,715.28,683.23,697.58,418.7,410.15,377.84,334.68,351.3,327.1,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,13,Amazonas,2973.79,4947.37,3013.38,1302.33,1305.92,2974.2,5345.33,5080.39,3085.39,901.94,2359.68,2351.43,3606.91,3204.08,3515.73,6579.46,2718.66,2875.36,6723.28,2899.2,2540.72,2728.64,2395.3,2453.24,9284.5,8984.49,8568.17,7508.62,8495.19,5080.14,3680.69,6970.24,10238.87,5384.07,5036.07,4851.46,8292.0,9819.21,11232.23,6600.8,6089.55,2953.02,660.38,655.37,876.65,798.98,1858.6,1278.59,2236.65,5042.1,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,29,Bahia,97355.42,107015.09,60892.34,19288.16,24762.4,40448.13,47262.29,27300.73,38777.8,47759.52,23457.54,67149.06,77860.65,30774.08,57075.44,142267.94,14492.45,36806.45,67195.98,49588.15,30274.24,25835.88,16686.93,21722.28,21752.86,25175.89,22285.47,11125.31,12045.47,12233.22,25222.91,19151.44,4239.35,7244.57,13881.9,19279.94,17490.0,17191.84,12712.71,8405.14,5674.99,4379.45,3831.05,1167.54,447.39,255.07,643.8,629.74,645.39,568.32,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,23,Ceará,94112.9,182234.04,98501.95,47759.5,46903.73,44817.35,16895.38,24731.26,50194.27,20655.12,60525.16,81752.95,100590.73,76179.81,91190.78,114069.41,74335.08,86438.34,94769.34,68290.91,115416.66,61531.83,34774.91,33080.96,37533.6,41179.66,40704.89,17184.88,34912.94,48057.65,37385.76,23575.8,30032.13,24312.6,36784.58,29545.78,37166.0,54379.41,31620.08,27306.14,22169.48,14186.96,10431.83,12114.77,10280.24,9264.08,13164.31,14979.84,12740.16,15213.74,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,5,Centro-Oeste,53,Distrito Federal,2030.88,2205.54,1421.33,497.05,2387.08,3807.22,6635.46,6896.0,10164.96,10462.64,8151.48,7086.94,4647.68,3160.63,3529.55,1223.77,1549.82,2314.93,2748.27,1239.08,1383.57,302.17,177.88,88.41,221.08,1004.17,663.71,40.38,61.43,100.73,66.88,113.43,6.53,210.6,0.0,19.58,20.0,116.32,23.09,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,3,Sudeste,32,Espírito Santo,121225.4,128884.68,88217.26,37897.94,63364.11,44832.67,42664.84,37669.7,53644.91,61305.88,58224.45,73295.63,72469.39,53818.82,75716.86,130074.39,31736.24,70446.96,37219.81,33126.08,44148.76,17422.36,7333.24,6521.88,6756.76,6567.91,4736.12,3796.51,3796.0,3162.74,5081.16,4586.36,2927.92,2349.8,1853.11,1307.12,2305.0,1786.37,2004.76,1602.28,895.57,596.63,337.5,141.37,231.91,306.21,393.16,344.51,424.81,464.06,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,5,Centro-Oeste,52,Goiás,1266351.41,1240835.34,1309548.89,241972.99,298708.32,599899.58,705892.75,361776.47,495989.83,393290.63,298238.74,411824.54,421932.21,297428.02,249231.49,111637.47,93279.39,140116.92,130365.3,78896.3,138628.72,79912.23,53369.53,53399.43,61217.62,90358.98,62963.52,48513.19,65262.86,92519.75,153899.11,79246.24,49659.04,57828.05,81838.88,71455.64,129268.0,103663.54,79857.19,63931.51,65476.52,43666.39,53701.91,70023.01,52745.33,92915.14,84940.15,76380.38,80636.66,90842.91,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,21,Maranhão,944230.71,1305566.0,951634.2,414196.17,628509.15,692492.3,655587.69,399873.58,683496.12,298348.66,650809.32,410466.26,689131.58,239606.59,651884.03,543141.19,221704.89,382773.94,191410.88,216252.42,414660.73,228972.36,135366.2,141526.66,113134.01,171542.33,169664.22,177540.06,211027.74,245177.1,296113.13,174669.46,166775.93,174212.89,264453.7,176732.79,339391.0,408532.79,244633.88,271573.69,302325.8,154241.58,83285.02,131311.47,95288.27,68440.11,68988.99,106020.76,113597.28,123954.99,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,5,Centro-Oeste,51,Mato Grosso,486842.78,511029.87,675446.37,422363.83,535168.79,558742.39,644844.49,446497.91,465427.77,481268.8,361674.27,309846.98,450544.19,331141.64,350958.07,190554.03,77262.59,108600.97,118224.28,69354.68,332148.21,136630.35,140072.13,145254.54,182209.81,373662.81,358632.35,234880.64,265850.59,369662.3,802001.54,439429.08,126316.68,137220.14,153046.6,204141.6,316055.0,272156.41,204452.57,244067.08,270429.13,280733.79,250105.35,247889.86,207709.62,225409.53,206288.27,276417.14,188898.9,251625.13,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,806958.85,1154920.02,959468.83,489619.9,273619.63,248564.97,297433.2,268675.43,195857.25,350249.43,260087.05,193151.24,159997.33,198686.93,97725.37,57413.26,47704.24,84607.5,42243.12,38193.59,106235.55,53185.98,57240.89,51380.16,59351.14,72993.84,48461.3,50869.93,56524.48,93399.3,104785.01,55531.68,40158.15,48057.46,52798.1,48349.37,72793.0,62259.84,43332.98,48523.8,47157.71,48185.81,38281.28,41640.43,34551.21,25274.55,25634.17,45961.35,36010.76,27502.61,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,3,Sudeste,31,Minas Gerais,1480150.03,1471471.29,1433760.81,389898.6,477044.12,494605.84,611433.84,411622.22,487696.01,574180.34,441373.95,575953.46,598762.76,392665.48,452578.83,377519.56,249444.74,381134.41,327808.58,297477.94,322482.21,183802.37,93264.58,109468.39,97426.67,101092.33,64451.92,46440.17,57163.28,84393.36,90227.08,77706.36,50901.55,53699.93,48021.83,42397.56,83192.0,45284.13,31877.72,23041.23,22240.49,14143.78,9000.69,5644.28,4614.04,4511.25,5253.93,5804.75,6246.98,7118.33,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,4,Sul,41,Paraná,997403.26,1501493.11,1230099.99,410926.38,150857.94,190230.42,425046.32,224158.86,161252.67,186157.19,121920.15,145448.55,123654.75,88269.87,70165.68,49427.02,366189.25,66343.4,63606.11,53901.3,116953.88,50870.47,47882.26,46836.87,55912.33,55485.49,42429.65,42587.69,48161.18,78991.99,77230.57,45258.57,42291.16,43596.97,55623.29,50840.84,100615.0,85533.78,78923.24,107964.32,105739.78,92332.35,66395.36,87402.65,70746.83,66235.23,80522.8,90457.81,62204.38,61498.85,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,25,Paraíba,32188.95,41067.49,17625.23,6769.1,7105.85,10702.35,6651.54,7251.39,4858.22,3822.31,10149.82,11971.1,12868.22,10135.73,21700.95,19617.18,7318.72,23408.47,7501.69,3905.56,13691.35,7009.14,6423.43,4281.85,906.12,2236.59,4111.2,648.84,3877.31,4507.2,5264.95,2100.3,3450.38,1827.87,3453.15,2672.03,275.0,3697.42,122.31,113.01,765.71,278.45,175.75,676.78,1388.44,1495.71,2434.33,3255.06,2584.94,1376.25,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,1,Norte,15,Pará,112705.85,159943.87,133235.79,70926.83,75660.04,97233.57,88126.58,127728.67,100774.15,78369.26,105426.66,106423.68,110637.89,73381.23,84977.7,130289.32,63130.6,71971.72,63179.55,153967.67,155683.6,85422.99,85392.74,95861.85,111123.48,132380.17,110661.86,121072.14,132202.64,214799.22,224823.03,134429.35,90976.12,96236.15,97826.53,90998.01,163212.0,104051.38,93157.48,103512.41,90739.83,75299.31,94730.68,84241.51,45779.01,42247.46,49568.6,64990.33,73201.36,71017.46,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,26,Pernambuco,12642.49,13592.19,13404.1,3561.04,4877.26,5568.86,4391.02,7187.77,9193.41,9237.31,10481.64,15867.53,21811.5,13447.11,14450.17,14320.1,16367.68,14141.22,12372.02,13037.66,14040.73,6498.85,7494.91,4328.76,5355.01,4986.32,3947.41,5677.82,6160.12,8318.72,21402.35,13404.9,3791.1,4929.13,7758.82,4358.98,11625.0,7450.28,9081.23,8829.97,2615.83,1261.18,3742.23,6437.39,4259.09,2540.77,4856.01,3376.41,1282.57,5.32,0.0
Produção - arroz - valor,Instituto Brasileiro de Geografia e Estatística,Mil Reais,0,brasil,2,Nordeste,22,Piauí,87034.69,264739.63,158098.97,73719.86,106619.62,80201.61,62174.26,56322.32,112555.19,56131.65,123207.91,253402.52,227398.36,77169.24,194358.51,130293.86,74987.12,155424.72,61629.24,89429.66,215779.92,97773.3,45020.29,39378.67,26524.99,63287.16,60190.8,40899.11,27233.69,72089.04,75247.15,61132.58,44051.4,43683.9,74953.83,65805.26,72279.0,161222.59,74063.64,57940.91,83574.76,53287.45,24848.18,59439.32,57012.04,39761.24,56014.08,59397.45,47531.13,59901.8,0.0
